Location,HalfYear,Value
Tipperary,2013H2,537.44
Tipperary,2014H1,539.4
Tipperary,2014H2,543.26
Tipperary,2015H1,545.7
Tipperary,2015H2,550.91
Tipperary,2016H1,559.03
Tipperary,2016H2,574.41
Tipperary,2017H1,595.05
Tipperary,2017H2,614.38
Tipperary,2018H1,629.72
Tipperary,2018H2,651.51
Tipperary,2019H1,667.16
Tipperary,2019H2,690.44
Tipperary,2020H1,702.88
Tipperary,2020H2,722.56
Tipperary,2021H1,736.86
Roscommon,2008H1,637.65
Roscommon,2008H2,619.31
Roscommon,2009H1,581.46
Roscommon,2009H2,549.13
Roscommon,2010H1,522.21
Roscommon,2010H2,502.12
Roscommon,2011H1,491.27
Roscommon,2011H2,484.97
Roscommon,2012H1,473.27
Roscommon,2012H2,462.62
Roscommon,2013H1,457.18
Roscommon,2013H2,457.79
Roscommon,2014H1,460.77
Roscommon,2014H2,465.69
Roscommon,2015H1,468.06
Roscommon,2015H2,471.07
Roscommon,2016H1,479.48
Roscommon,2016H2,494.19
Roscommon,2017H1,519.52
Roscommon,2017H2,545.71
Roscommon,2018H1,569.28
Roscommon,2018H2,594.31
Roscommon,2019H1,621.34
Roscommon,2019H2,644.95
Roscommon,2020H1,654.57
Roscommon,2020H2,676.31
Roscommon,2021H1,698.5
Cavan,2008H1,583.96
Cavan,2008H2,571.48
Cavan,2009H1,542.36
Cavan,2009H2,515.49
Cavan,2010H1,487.33
Cavan,2010H2,472.3
Cavan,2011H1,460.33
Cavan,2011H2,452.35
Cavan,2012H1,445.04
Cavan,2012H2,446.23
Cavan,2013H1,445.51
Cavan,2013H2,440.45
Cavan,2014H1,434.29
Cavan,2014H2,439.44
Cavan,2015H1,453.79
Cavan,2015H2,474.97
Cavan,2016H1,498.09
Cavan,2016H2,524.53
Cavan,2017H1,542.64
Cavan,2017H2,559.17
Cavan,2018H1,569.67
Cavan,2018H2,594.44
Cavan,2019H1,620.9
Cavan,2019H2,645.75
Cavan,2020H1,655.34
Cavan,2020H2,667.99
Cavan,2021H1,684.68
Donegal,2008H1,588.88
Donegal,2008H2,575.32
Donegal,2009H1,554.1
Donegal,2009H2,537.85
Donegal,2010H1,525.87
Donegal,2010H2,508.77
Donegal,2011H1,488.28
Donegal,2011H2,476.39
Donegal,2012H1,462.31
Donegal,2012H2,461.57
Donegal,2013H1,446.75
Donegal,2013H2,440.59
Donegal,2014H1,438.78
Donegal,2014H2,443.27
Donegal,2015H1,450.78
Donegal,2015H2,465.41
Donegal,2016H1,475.84
Donegal,2016H2,494.7
Donegal,2017H1,512.32
Donegal,2017H2,530.05
Donegal,2018H1,540.82
Donegal,2018H2,554.32
Donegal,2019H1,564.23
Donegal,2019H2,581.77
Donegal,2020H1,593.09
Donegal,2020H2,606.03
Donegal,2021H1,618.53
Cavan,2008H1,583.96
Cavan,2008H2,571.48
Cavan,2009H1,542.36
Cavan,2009H2,515.49
Cavan,2010H1,487.33
Cavan,2010H2,472.3
Cavan,2011H1,460.33
Cavan,2011H2,452.35
Cavan,2012H1,445.04
Cavan,2012H2,446.23
Cavan,2013H1,445.51
Cavan,2013H2,440.45
Cavan,2014H1,434.29
Cavan,2014H2,439.44
Cavan,2015H1,453.79
Cavan,2015H2,474.97
Cavan,2016H1,498.09
Cavan,2016H2,524.53
Cavan,2017H1,542.64
Cavan,2017H2,559.17
Cavan,2018H1,569.67
Cavan,2018H2,594.44
Cavan,2019H1,620.9
Cavan,2019H2,645.75
Cavan,2020H1,655.34
Cavan,2020H2,667.99
Cavan,2021H1,684.68
Donegal,2008H1,588.88
Donegal,2008H2,575.32
Donegal,2009H1,554.1
Donegal,2009H2,537.85
Donegal,2010H1,525.87
Donegal,2010H2,508.77
Donegal,2011H1,488.28
Donegal,2011H2,476.39
Donegal,2012H1,462.31
Donegal,2012H2,461.57
Donegal,2013H1,446.75
Donegal,2013H2,440.59
Donegal,2014H1,438.78
Donegal,2014H2,443.27
Donegal,2015H1,450.78
Donegal,2015H2,465.41
Donegal,2016H1,475.84
Donegal,2016H2,494.7
Donegal,2017H1,512.32
Donegal,2017H2,530.05
Donegal,2018H1,540.82
Donegal,2018H2,554.32
Donegal,2019H1,564.23
Donegal,2019H2,581.77
Donegal,2020H1,593.09
Donegal,2020H2,606.03
Donegal,2021H1,618.53
Longford,2008H1,582.05
Longford,2008H2,563.55
Longford,2009H1,541.16
Longford,2009H2,512.72
Longford,2010H1,481.56
Longford,2010H2,458.66
Longford,2011H1,442.11
Longford,2011H2,430.24
Longford,2012H1,419.42
Longford,2012H2,410.65
Longford,2013H1,403.03
Longford,2013H2,401.1
Longford,2014H1,400.75
Longford,2014H2,413.2
Longford,2015H1,422.86
Longford,2015H2,440.37
Longford,2016H1,456.28
Longford,2016H2,478.53
Longford,2017H1,506.75
Longford,2017H2,527.6
Longford,2018H1,555.73
Longford,2018H2,580.27
Longford,2019H1,603.3
Longford,2019H2,621.95
Longford,2020H1,644.3
Longford,2020H2,659.89
Longford,2021H1,684.48
Leitrim,2008H1,554.58
Leitrim,2008H2,542.51
Leitrim,2009H1,512.16
Leitrim,2009H2,485.26
Leitrim,2010H1,456.46
Leitrim,2010H2,438.63
Leitrim,2011H1,422.89
Leitrim,2011H2,412.22
Leitrim,2012H1,402.95
Leitrim,2012H2,398.19
Leitrim,2013H1,398.25
Leitrim,2013H2,399.5
Leitrim,2014H1,412.72
Leitrim,2014H2,412.74
Leitrim,2015H1,427.43
Leitrim,2015H2,435.36
Leitrim,2016H1,449.31
Leitrim,2016H2,465.96
Leitrim,2017H1,480.45
Leitrim,2017H2,495.89
Leitrim,2018H1,511.43
Leitrim,2018H2,529.1
Leitrim,2019H1,539.24
Leitrim,2019H2,553.34
Leitrim,2020H1,564.99
Leitrim,2020H2,579.82
Leitrim,2021H1,595.33
